student_id,week,attendance_rate
S54,W20,0.831
S54,W21,0.836
S54,W22,0.840
S54,W23,0.879
S54,W24,0.824
S54,W25,0.866
S54,W26,0.893
S55,W01,0.862
S55,W02,0.905
S55,W03,0.870
S55,W04,0.828
S55,W05,0.819
S55,W06,0.876
S55,W07,0.878
S55,W08,0.885
S55,W09,0.826
S55,W10,0.838
S55,W11,0.832
S55,W12,0.830
S55,W13,0.897
S55,W14,0.850
S55,W15,0.849
S55,W16,0.818
S55,W17,0.828
S55,W18,0.865
S55,W19,0.846
S55,W20,0.860
S55,W21,0.866
S55,W22,0.840
S55,W23,0.898
S55,W24,0.842
S55,W25,0.845
S55,W26,0.852
S56,W01,0.887
S56,W02,0.837
S56,W03,0.862
S56,W04,0.814
S56,W05,0.815
S56,W06,0.875
S56,W07,0.827
S56,W08,0.882
S56,W09,0.836
S56,W10,0.897
S56,W11,0.862
S56,W12,0.887
S56,W13,0.830
S56,W14,0.906
S56,W15,0.879
S56,W16,0.853
S56,W17,0.894
S56,W18,0.874
S56,W19,0.877
S56,W20,0.902
S56,W21,0.822
S56,W22,0.859
S56,W23,0.834
S56,W24,0.822
S56,W25,0.893
S56,W26,0.904
S57,W01,0.865
S57,W02,0.896
S57,W03,0.880
S57,W04,0.835
S57,W05,0.875
S57,W06,0.811
S57,W07,0.879
S57,W08,0.871
S57,W09,0.873
S57,W10,0.833
S57,W11,0.868
S57,W12,0.873
S57,W13,0.910
S57,W14,0.825
S57,W15,0.837
S57,W16,0.832
S57,W17,0.887
S57,W18,0.815
S57,W19,0.896
S57,W20,0.826
S57,W21,0.901
S57,W22,0.857
S57,W23,0.860
S57,W24,0.869
S57,W25,0.893
S57,W26,0.891
S58,W01,0.857
S58,W02,0.853
S58,W03,0.811
S58,W04,0.856
S58,W05,0.813
S58,W06,0.816
S58,W07,0.863
S58,W08,0.833
S58,W09,0.854
S58,W10,0.822
S58,W11,0.855
S58,W12,0.890
S58,W13,0.906
S58,W14,0.900
S58,W15,0.902
S58,W16,0.852
S58,W17,0.883
S58,W18,0.879
S58,W19,0.840
S58,W20,0.812
S58,W21,0.890
S58,W22,0.834
S58,W23,0.822
S58,W24,0.906
S58,W25,0.837
S58,W26,0.825
S59,W01,0.870
S59,W02,0.831
S59,W03,0.874
S59,W04,0.823
S59,W05,0.824
S59,W06,0.818
S59,W07,0.836
S59,W08,0.858
S59,W09,0.881
S59,W10,0.869
S59,W11,0.847
S59,W12,0.847
S59,W13,0.887
S59,W14,0.834
S59,W15,0.853
S59,W16,0.867
S59,W17,0.856
S59,W18,0.860
S59,W19,0.880
S59,W20,0.862
S59,W21,0.835
S59,W22,0.871
S59,W23,0.841
S59,W24,0.863
S59,W25,0.868
S59,W26,0.837
S60,W01,0.836
S60,W02,0.854
S60,W03,0.901
S60,W04,0.821
S60,W05,0.905
S60,W06,0.908
S60,W07,0.886
S60,W08,0.880
S60,W09,0.872
S60,W10,0.810
S60,W11,0.885
S60,W12,0.818
S60,W13,0.854
S60,W14,0.825
S60,W15,0.826
S60,W16,0.845
S60,W17,0.854
S60,W18,0.900
S60,W19,0.908
S60,W20,0.826
S60,W21,0.862
S60,W22,0.902
S60,W23,0.882
S60,W24,0.844
S60,W25,0.905
S60,W26,0.867
S61,W01,0.854
S61,W02,0.858
S61,W03,0.886
S61,W04,0.840
S61,W05,0.878
S61,W06,0.869
S61,W07,0.902
S61,W08,0.852
S61,W09,0.902
S61,W10,0.850
S61,W11,0.838
S61,W12,0.871
S61,W13,0.817
S61,W14,0.892
S61,W15,0.895
S61,W16,0.815
S61,W17,0.902
S61,W18,0.874
S61,W19,0.903
S61,W20,0.831
S61,W21,0.868
S61,W22,0.844
S61,W23,0.825
S61,W24,0.885
S61,W25,0.833
S61,W26,0.832
S62,W01,0.891
S62,W02,0.882
S62,W03,0.868
S62,W04,0.864
S62,W05,0.876
S62,W06,0.908
S62,W07,0.850
S62,W08,0.848
S62,W09,0.895
S62,W10,0.858
S62,W11,0.828
S62,W12,0.887
S62,W13,0.891
S62,W14,0.872
S62,W15,0.829
S62,W16,0.886
S62,W17,0.897
S62,W18,0.843
S62,W19,0.846
S62,W20,0.858
S62,W21,0.895
S62,W22,0.846
S62,W23,0.828
S62,W24,0.814
S62,W25,0.870
S62,W26,0.902
S63,W01,0.902
S63,W02,0.833
S63,W03,0.872
S63,W04,0.895
S63,W05,0.815
S63,W06,0.821
S63,W07,0.889
S63,W08,0.903
S63,W09,0.825
S63,W10,0.829
S63,W11,0.887
S63,W12,0.886
S63,W13,0.898
S63,W14,0.823
S63,W15,0.811
S63,W16,0.893
S63,W17,0.885
S63,W18,0.859
S63,W19,0.898
S63,W20,0.813
S63,W21,0.906
S63,W22,0.866
S63,W23,0.861
S63,W24,0.867
S63,W25,0.853
S63,W26,0.846
S64,W01,0.860
S64,W02,0.841
S64,W03,0.901
S64,W04,0.837
S64,W05,0.864
S64,W06,0.873
S64,W07,0.862
S64,W08,0.831
S64,W09,0.901
S64,W10,0.896
S64,W11,0.819
S64,W12,0.888
S64,W13,0.868
S64,W14,0.901
S64,W15,0.890
S64,W16,0.852
S64,W17,0.891
S64,W18,0.865
S64,W19,0.856
S64,W20,0.838
S64,W21,0.889
S64,W22,0.841
S64,W23,0.824
S64,W24,0.814
S64,W25,0.865
S64,W26,0.897
S65,W01,0.844
S65,W02,0.902
S65,W03,0.883
S65,W04,0.876
S65,W05,0.827
S65,W06,0.813
S65,W07,0.906
S65,W08,0.870
S65,W09,0.897
S65,W10,0.871
S65,W11,0.904
S65,W12,0.907
S65,W13,0.849
S65,W14,0.884
S65,W15,0.826
S65,W16,0.908
S65,W17,0.888
S65,W18,0.872
S65,W19,0.850
S65,W20,0.890
S65,W21,0.882
S65,W22,0.843
S65,W23,0.885
S65,W24,0.883
S65,W25,0.856
S65,W26,0.863
S66,W01,0.831
S66,W02,0.834
S66,W03,0.854
S66,W04,0.829
S66,W05,0.850
S66,W06,0.825
S66,W07,0.895
S66,W08,0.900
S66,W09,0.894
S66,W10,0.843
S66,W11,0.895
S66,W12,0.842
S66,W13,0.882
S66,W14,0.891
S66,W15,0.859
S66,W16,0.847
S66,W17,0.874
S66,W18,0.875
S66,W19,0.816
S66,W20,0.843
S66,W21,0.901
S66,W22,0.845
S66,W23,0.818
S66,W24,0.888
S66,W25,0.853
S66,W26,0.852
S67,W01,0.883
S67,W02,0.851
S67,W03,0.895
S67,W04,0.819
S67,W05,0.854
S67,W06,0.838
S67,W07,0.817
S67,W08,0.884
S67,W09,0.847
S67,W10,0.856
S67,W11,0.869
S67,W12,0.905
S67,W13,0.827
S67,W14,0.851
S67,W15,0.813
S67,W16,0.828
S67,W17,0.843
S67,W18,0.851
S67,W19,0.817
S67,W20,0.880
S67,W21,0.827
S67,W22,0.863
S67,W23,0.897
S67,W24,0.842
S67,W25,0.901
S67,W26,0.844
S68,W01,0.841
S68,W02,0.896
S68,W03,0.884
S68,W04,0.814
S68,W05,0.866
S68,W06,0.865
S68,W07,0.882
S68,W08,0.815
S68,W09,0.904
S68,W10,0.888
S68,W11,0.843
S68,W12,0.834
S68,W13,0.864
S68,W14,0.868
S68,W15,0.832
S68,W16,0.819
S68,W17,0.898
S68,W18,0.901
S68,W19,0.873
S68,W20,0.825
S68,W21,0.835
S68,W22,0.863
S68,W23,0.909
S68,W24,0.824
S68,W25,0.906
S68,W26,0.887
S69,W01,0.890
S69,W02,0.859
S69,W03,0.904
S69,W04,0.850
S69,W05,0.873
S69,W06,0.837
S69,W07,0.816
S69,W08,0.847
S69,W09,0.884
S69,W10,0.901
S69,W11,0.901
S69,W12,0.846
S69,W13,0.901
S69,W14,0.813
S69,W15,0.872
S69,W16,0.836
S69,W17,0.894
S69,W18,0.822
S69,W19,0.851
S69,W20,0.887
S69,W21,0.819
S69,W22,0.847
S69,W23,0.853
S69,W24,0.869
S69,W25,0.822
S69,W26,0.870
S70,W01,0.859
S70,W02,0.817
S70,W03,0.863
S70,W04,0.845
S70,W05,0.899
S70,W06,0.868
S70,W07,0.854
S70,W08,0.824
S70,W09,0.887
S70,W10,0.852
S70,W11,0.894
S70,W12,0.858
S70,W13,0.811
S70,W14,0.818
S70,W15,0.829
S70,W16,0.901
S70,W17,0.862
S70,W18,0.907
S70,W19,0.810
S70,W20,0.872
S70,W21,0.886
S70,W22,0.821
S70,W23,0.858
S70,W24,0.860
S70,W25,0.835
S70,W26,0.905
S71,W01,0.864
S71,W02,0.879
S71,W03,0.842
S71,W04,0.862
S71,W05,0.868
S71,W06,0.863
S71,W07,0.816
S71,W08,0.833
S71,W09,0.873
S71,W10,0.896
S71,W11,0.903
S71,W12,0.907
S71,W13,0.858
S71,W14,0.871
S71,W15,0.815
S71,W16,0.815
S71,W17,0.894
S71,W18,0.852
S71,W19,0.897
S71,W20,0.851
S71,W21,0.908
S71,W22,0.883
S71,W23,0.856
S71,W24,0.872
S71,W25,0.876
S71,W26,0.826
S72,W01,0.858
S72,W02,0.871
S72,W03,0.822
S72,W04,0.820
S72,W05,0.897
S72,W06,0.850
S72,W07,0.882
S72,W08,0.831
S72,W09,0.881
S72,W10,0.876
S72,W11,0.851
S72,W12,0.842
S72,W13,0.886
S72,W14,0.850
S72,W15,0.845
S72,W16,0.869
S72,W17,0.881
S72,W18,0.846
S72,W19,0.872
S72,W20,0.892
S72,W21,0.880
S72,W22,0.858
S72,W23,0.861
S72,W24,0.860
S72,W25,0.906
S72,W26,0.906
S73,W01,0.850
S73,W02,0.860
S73,W03,0.878
S73,W04,0.844
S73,W05,0.892
S73,W06,0.889
S73,W07,0.888
S73,W08,0.864
S73,W09,0.870
S73,W10,0.876
S73,W11,0.878
S73,W12,0.864
S73,W13,0.863
S73,W14,0.885
S73,W15,0.819
S73,W16,0.855
S73,W17,0.852
S73,W18,0.839
S73,W19,0.825
S73,W20,0.890
S73,W21,0.835
S73,W22,0.828
S73,W23,0.825
S73,W24,0.858
S73,W25,0.862
S73,W26,0.856
S74,W01,0.886
S74,W02,0.872
S74,W03,0.891
S74,W04,0.886
S74,W05,0.901
S74,W06,0.862
S74,W07,0.846
S74,W08,0.873
S74,W09,0.900
S74,W10,0.876
S74,W11,0.869
S74,W12,0.861
S74,W13,0.855
S74,W14,0.878
S74,W15,0.840
S74,W16,0.852
S74,W17,0.833
S74,W18,0.876
S74,W19,0.870
S74,W20,0.863
S74,W21,0.899
S74,W22,0.818
S74,W23,0.840
S74,W24,0.875
S74,W25,0.811
S74,W26,0.820
S75,W01,0.842
S75,W02,0.870
S75,W03,0.848
S75,W04,0.887
S75,W05,0.897
S75,W06,0.878
S75,W07,0.852
S75,W08,0.824
S75,W09,0.853
S75,W10,0.875
S75,W11,0.899
S75,W12,0.841
S75,W13,0.896
S75,W14,0.907
S75,W15,0.815
S75,W16,0.889
S75,W17,0.832
S75,W18,0.891
S75,W19,0.873
S75,W20,0.874
S75,W21,0.866
S75,W22,0.813
S75,W23,0.869
S75,W24,0.873
S75,W25,0.868
S75,W26,0.888
S76,W01,0.869
S76,W02,0.876
S76,W03,0.859
S76,W04,0.838
S76,W05,0.869
S76,W06,0.890
S76,W07,0.857
S76,W08,0.862
S76,W09,0.820
S76,W10,0.816
S76,W11,0.876
S76,W12,0.829
S76,W13,0.887
S76,W14,0.847
S76,W15,0.827
S76,W16,0.813
S76,W17,0.834
S76,W18,0.833
S76,W19,0.870
S76,W20,0.885
S76,W21,0.836
S76,W22,0.825
S76,W23,0.818
S76,W24,0.893
S76,W25,0.866
S76,W26,0.908
S77,W01,0.904
S77,W02,0.906
S77,W03,0.875
S77,W04,0.816
S77,W05,0.862
S77,W06,0.833
S77,W07,0.849
S77,W08,0.905
S77,W09,0.868
S77,W10,0.825
S77,W11,0.873
S77,W12,0.846
S77,W13,0.813
S77,W14,0.891
S77,W15,0.866
S77,W16,0.904
S77,W17,0.856
S77,W18,0.838
S77,W19,0.827
S77,W20,0.812
S77,W21,0.846
S77,W22,0.901
S77,W23,0.815
S77,W24,0.810
S77,W25,0.861
S77,W26,0.907
S78,W01,0.863
S78,W02,0.840
S78,W03,0.904
S78,W04,0.907
S78,W05,0.903
S78,W06,0.866
S78,W07,0.831
S78,W08,0.900
S78,W09,0.871
S78,W10,0.892
S78,W11,0.884
S78,W12,0.900
S78,W13,0.872
S78,W14,0.812
S78,W15,0.893
S78,W16,0.824
S78,W17,0.838
S78,W18,0.872
S78,W19,0.824
S78,W20,0.824
S78,W21,0.883
S78,W22,0.847
S78,W23,0.849
S78,W24,0.867
S78,W25,0.832
S78,W26,0.907
S79,W01,0.906
S79,W02,0.855
S79,W03,0.822
S79,W04,0.829
S79,W05,0.812
S79,W06,0.902
S79,W07,0.823
S79,W08,0.815
S79,W09,0.888
S79,W10,0.901
S79,W11,0.820
S79,W12,0.834
S79,W13,0.891
S79,W14,0.822
S79,W15,0.843
S79,W16,0.862
S79,W17,0.821
S79,W18,0.879
S79,W19,0.841
S79,W20,0.834
S79,W21,0.827
S79,W22,0.896
S79,W23,0.825
S79,W24,0.846
S79,W25,0.851
S79,W26,0.850
S80,W01,0.895
S80,W02,0.891
S80,W03,0.869
S80,W04,0.823
S80,W05,0.857
S80,W06,0.827
S80,W07,0.819
S80,W08,0.871
S80,W09,0.846
S80,W10,0.849
S80,W11,0.859
S80,W12,0.832
S80,W13,0.844
S80,W14,0.833
S80,W15,0.815
S80,W16,0.865
S80,W17,0.881
S80,W18,0.909
S80,W19,0.835
S80,W20,0.902
S80,W21,0.849
S80,W22,0.823
S80,W23,0.898
S80,W24,0.825
S80,W25,0.828
S80,W26,0.833
S81,W01,0.833
S81,W02,0.835
S81,W03,0.846
S81,W04,0.857
S81,W05,0.825
S81,W06,0.850
S81,W07,0.839
S81,W08,0.839
S81,W09,0.881
S81,W10,0.873
S81,W11,0.871
S81,W12,0.833
S81,W13,0.834
S81,W14,0.816
S81,W15,0.880
S81,W16,0.833
S81,W17,0.866
S81,W18,0.848
S81,W19,0.860
S81,W20,0.860
S81,W21,0.855
S81,W22,0.839
S81,W23,0.857
S81,W24,0.819
S81,W25,0.822
S81,W26,0.875
S82,W01,0.871
S82,W02,0.873
S82,W03,0.828
S82,W04,0.898
S82,W05,0.890
S82,W06,0.889
S82,W07,0.864
S82,W08,0.849
S82,W09,0.858
S82,W10,0.877
S82,W11,0.864
S82,W12,0.826
S82,W13,0.892
S82,W14,0.857
S82,W15,0.814
S82,W16,0.812
S82,W17,0.890
S82,W18,0.831
S82,W19,0.837
S82,W20,0.857
S82,W21,0.906
S82,W22,0.873
S82,W23,0.843
S82,W24,0.871
S82,W25,0.903
S82,W26,0.900
S83,W01,0.834
S83,W02,0.895
S83,W03,0.821
S83,W04,0.883
S83,W05,0.899
S83,W06,0.909
S83,W07,0.819
S83,W08,0.825
S83,W09,0.857
S83,W10,0.847
S83,W11,0.837
S83,W12,0.860
S83,W13,0.839
S83,W14,0.909
S83,W15,0.888
S83,W16,0.846
S83,W17,0.871
S83,W18,0.906
S83,W19,0.814
S83,W20,0.821
S83,W21,0.830
S83,W22,0.905
S83,W23,0.827
S83,W24,0.895
S83,W25,0.888
S83,W26,0.827
S84,W01,0.910
S84,W02,0.861
S84,W03,0.818
S84,W04,0.880
S84,W05,0.878
S84,W06,0.863
S84,W07,0.867
S84,W08,0.832
S84,W09,0.872
S84,W10,0.836
S84,W11,0.838
S84,W12,0.863
S84,W13,0.891
S84,W14,0.845
S84,W15,0.897
S84,W16,0.840
S84,W17,0.880
S84,W18,0.832
S84,W19,0.879
S84,W20,0.827
S84,W21,0.819
S84,W22,0.846
S84,W23,0.890
S84,W24,0.860
S84,W25,0.840
S84,W26,0.910
S85,W01,0.889
S85,W02,0.824
S85,W03,0.816
S85,W04,0.846
S85,W05,0.902
S85,W06,0.876
S85,W07,0.888
S85,W08,0.899
S85,W09,0.835
S85,W10,0.904
S85,W11,0.868
S85,W12,0.834
S85,W13,0.874
S85,W14,0.858
S85,W15,0.901
S85,W16,0.880
S85,W17,0.821
S85,W18,0.834
S85,W19,0.847
S85,W20,0.831
S85,W21,0.815
S85,W22,0.821
S85,W23,0.838
S85,W24,0.885
S85,W25,0.870
S85,W26,0.898
S86,W01,0.865
S86,W02,0.881
S86,W03,0.827
S86,W04,0.884
S86,W05,0.825
S86,W06,0.871
S86,W07,0.883
S86,W08,0.903
S86,W09,0.885
S86,W10,0.852
S86,W11,0.818
S86,W12,0.856
S86,W13,0.855
S86,W14,0.862
S86,W15,0.878
S86,W16,0.847
S86,W17,0.852
S86,W18,0.881
S86,W19,0.850
S86,W20,0.865
S86,W21,0.848
S86,W22,0.838
S86,W23,0.877
S86,W24,0.909
S86,W25,0.866
S86,W26,0.830
S87,W01,0.872
S87,W02,0.873
S87,W03,0.899
S87,W04,0.846
S87,W05,0.882
S87,W06,0.815
S87,W07,0.886
S87,W08,0.902
S87,W09,0.906
S87,W10,0.890
S87,W11,0.826
S87,W12,0.853
S87,W13,0.850
S87,W14,0.854
S87,W15,0.812
S87,W16,0.831
S87,W17,0.858
S87,W18,0.908
S87,W19,0.846
S87,W20,0.859
S87,W21,0.850
S87,W22,0.859
S87,W23,0.814
S87,W24,0.818
S87,W25,0.813
S87,W26,0.811
S88,W01,0.885
S88,W02,0.859
S88,W03,0.825
S88,W04,0.828
S88,W05,0.883
S88,W06,0.857
S88,W07,0.829
S88,W08,0.858
S88,W09,0.865
S88,W10,0.841
S88,W11,0.902
S88,W12,0.910
S88,W13,0.898
S88,W14,0.826
S88,W15,0.900
S88,W16,0.899
S88,W17,0.865
S88,W18,0.885
S88,W19,0.853
S88,W20,0.835
S88,W21,0.848
S88,W22,0.881
S88,W23,0.829
S88,W24,0.813
S88,W25,0.855
S88,W26,0.874
S89,W01,0.866
S89,W02,0.818
S89,W03,0.876
S89,W04,0.897
S89,W05,0.858
S89,W06,0.849
S89,W07,0.821
S89,W08,0.847
S89,W09,0.891
S89,W10,0.844
S89,W11,0.907
S89,W12,0.857
S89,W13,0.906
S89,W14,0.865
S89,W15,0.881
S89,W16,0.861
S89,W17,0.889
S89,W18,0.895
S89,W19,0.857
S89,W20,0.851
S89,W21,0.814
S89,W22,0.864
S89,W23,0.851
S89,W24,0.902
S89,W25,0.879
S89,W26,0.815
S90,W01,0.889
S90,W02,0.906
S90,W03,0.873
S90,W04,0.905
S90,W05,0.862
S90,W06,0.890
S90,W07,0.888
S90,W08,0.892
S90,W09,0.838
S90,W10,0.814
S90,W11,0.845
S90,W12,0.869
S90,W13,0.861
S90,W14,0.880
S90,W15,0.909
S90,W16,0.841
S90,W17,0.885
S90,W18,0.821
S90,W19,0.899
S90,W20,0.816
S90,W21,0.854
S90,W22,0.889
S90,W23,0.819
S90,W24,0.875
S90,W25,0.895
S90,W26,0.828
S91,W01,0.868
S91,W02,0.894
S91,W03,0.896
S91,W04,0.866
S91,W05,0.878
S91,W06,0.908
S91,W07,0.813
S91,W08,0.829
S91,W09,0.862
S91,W10,0.864
S91,W11,0.875
S91,W12,0.897
S91,W13,0.851
S91,W14,0.869
S91,W15,0.830
S91,W16,0.840
S91,W17,0.863
S91,W18,0.811
S91,W19,0.879
S91,W20,0.873
S91,W21,0.889
S91,W22,0.900
S91,W23,0.847
S91,W24,0.854
S91,W25,0.882
S91,W26,0.876
S92,W01,0.895
S92,W02,0.892
S92,W03,0.864
S92,W04,0.909
S92,W05,0.890
S92,W06,0.813
S92,W07,0.895
S92,W08,0.894
S92,W09,0.844
S92,W10,0.825
S92,W11,0.907
S92,W12,0.850
S92,W13,0.856
S92,W14,0.867
S92,W15,0.827
S92,W16,0.879
S92,W17,0.858
S92,W18,0.900
S92,W19,0.899
S92,W20,0.853
S92,W21,0.908
S92,W22,0.857
S92,W23,0.902
S92,W24,0.825
S92,W25,0.880
S92,W26,0.891
S93,W01,0.850
S93,W02,0.857
S93,W03,0.857
S93,W04,0.874
S93,W05,0.863
S93,W06,0.878
S93,W07,0.813
S93,W08,0.850
S93,W09,0.871
S93,W10,0.841
S93,W11,0.856
S93,W12,0.819
S93,W13,0.837
S93,W14,0.900
S93,W15,0.827
S93,W16,0.816
S93,W17,0.893
S93,W18,0.843
S93,W19,0.883
S93,W20,0.873
S93,W21,0.820
S93,W22,0.823
S93,W23,0.816
S93,W24,0.890
S93,W25,0.899
S93,W26,0.894
S94,W01,0.831
S94,W02,0.860
S94,W03,0.902
S94,W04,0.899
S94,W05,0.837
S94,W06,0.840
S94,W07,0.814
S94,W08,0.889
S94,W09,0.883
S94,W10,0.862
S94,W11,0.833
S94,W12,0.864
S94,W13,0.880
S94,W14,0.888
S94,W15,0.821
S94,W16,0.880
S94,W17,0.860
S94,W18,0.895
S94,W19,0.825
S94,W20,0.852
S94,W21,0.836
S94,W22,0.865
S94,W23,0.837
S94,W24,0.884
S94,W25,0.837
S94,W26,0.851
S95,W01,0.811
S95,W02,0.841
S95,W03,0.830
S95,W04,0.877
S95,W05,0.829
S95,W06,0.855
S95,W07,0.816
S95,W08,0.812
S95,W09,0.836
S95,W10,0.867
S95,W11,0.845
S95,W12,0.893
S95,W13,0.819
S95,W14,0.860
S95,W15,0.839
S95,W16,0.899
S95,W17,0.894
S95,W18,0.822
S95,W19,0.826
S95,W20,0.831
S95,W21,0.849
S95,W22,0.909
S95,W23,0.855
S95,W24,0.890
S95,W25,0.893
S95,W26,0.827
S96,W01,0.826
S96,W02,0.907
S96,W03,0.827
S96,W04,0.819
S96,W05,0.892
S96,W06,0.822
S96,W07,0.815
S96,W08,0.853
S96,W09,0.879
S96,W10,0.865
S96,W11,0.835
S96,W12,0.891
S96,W13,0.881
S96,W14,0.834
S96,W15,0.840
S96,W16,0.853
S96,W17,0.901
S96,W18,0.831
S96,W19,0.811
S96,W20,0.887
S96,W21,0.879
S96,W22,0.883
S96,W23,0.826
S96,W24,0.831
S96,W25,0.857
S96,W26,0.824
S97,W01,0.817
S97,W02,0.877
S97,W03,0.865
S97,W04,0.865
S97,W05,0.821
S97,W06,0.895
S97,W07,0.832
S97,W08,0.888
S97,W09,0.895
S97,W10,0.846
S97,W11,0.819
S97,W12,0.909
S97,W13,0.879
S97,W14,0.814
S97,W15,0.908
S97,W16,0.844
S97,W17,0.866
S97,W18,0.821
S97,W19,0.890
S97,W20,0.821
S97,W21,0.890
S97,W22,0.892
S97,W23,0.811
S97,W24,0.888
S97,W25,0.893
S97,W26,0.834
S98,W01,0.868
S98,W02,0.817
S98,W03,0.885
S98,W04,0.834
S98,W05,0.821
S98,W06,0.908
S98,W07,0.880
S98,W08,0.885
S98,W09,0.901
S98,W10,0.862
S98,W11,0.888
S98,W12,0.895
S98,W13,0.876
S98,W14,0.889
S98,W15,0.899
S98,W16,0.835
S98,W17,0.842
S98,W18,0.846
S98,W19,0.898
S98,W20,0.902
S98,W21,0.879
S98,W22,0.814
S98,W23,0.883
S98,W24,0.820
S98,W25,0.885
S98,W26,0.898
S99,W01,0.815
S99,W02,0.828
S99,W03,0.896
S99,W04,0.819
S99,W05,0.855
S99,W06,0.842
S99,W07,0.821
S99,W08,0.864
S99,W09,0.820
S99,W10,0.866
S99,W11,0.901
S99,W12,0.828
S99,W13,0.823
S99,W14,0.885
S99,W15,0.879
S99,W16,0.848
S99,W17,0.892
S99,W18,0.875
S99,W19,0.839
S99,W20,0.889
S99,W21,0.833
S99,W22,0.850
S99,W23,0.877
S99,W24,0.847
S99,W25,0.877
S99,W26,0.818
S100,W01,0.863
S100,W02,0.906
S100,W03,0.875
S100,W04,0.873
S100,W05,0.878
S100,W06,0.906
S100,W07,0.887
S100,W08,0.836
S100,W09,0.816
S100,W10,0.892
S100,W11,0.834
S100,W12,0.884
S100,W13,0.827
S100,W14,0.874
S100,W15,0.876
S100,W16,0.851
S100,W17,0.843
S100,W18,0.878
S100,W19,0.811
S100,W20,0.822
S100,W21,0.890
S100,W22,0.870
S100,W23,0.881
S100,W24,0.877
S100,W25,0.870
S100,W26,0.872
S101,W01,0.890
S101,W02,0.868
S101,W03,0.862
S101,W04,0.876
S101,W05,0.863
S101,W06,0.890
S101,W07,0.811
S101,W08,0.879
S101,W09,0.817
S101,W10,0.841
S101,W11,0.857
S101,W12,0.906
S101,W13,0.812
S101,W14,0.846
S101,W15,0.840
S101,W16,0.856
S101,W17,0.840
S101,W18,0.815
S101,W19,0.848
S101,W20,0.895
S101,W21,0.811
S101,W22,0.840
S101,W23,0.817
S101,W24,0.820
S101,W25,0.845
S101,W26,0.846
S102,W01,0.844
S102,W02,0.825
S102,W03,0.846
S102,W04,0.888
S102,W05,0.895
S102,W06,0.851
S102,W07,0.823
S102,W08,0.849
S102,W09,0.866
S102,W10,0.833
S102,W11,0.906
S102,W12,0.865
S102,W13,0.836
S102,W14,0.850
S102,W15,0.810
S102,W16,0.815
S102,W17,0.880
S102,W18,0.862
S102,W19,0.900
S102,W20,0.862
S102,W21,0.878
S102,W22,0.908
S102,W23,0.893
S102,W24,0.872
S102,W25,0.893
S102,W26,0.896
S103,W01,0.845
S103,W02,0.828
S103,W03,0.868
S103,W04,0.867
S103,W05,0.812
S103,W06,0.892
S103,W07,0.869
S103,W08,0.860
S103,W09,0.910
S103,W10,0.847
S103,W11,0.810
S103,W12,0.822
S103,W13,0.844
S103,W14,0.818
S103,W15,0.876
S103,W16,0.909
S103,W17,0.852
S103,W18,0.888
S103,W19,0.883
S103,W20,0.886
S103,W21,0.905
S103,W22,0.843
S103,W23,0.841
S103,W24,0.878
S103,W25,0.861
S103,W26,0.842
S104,W01,0.823
S104,W02,0.841
S104,W03,0.890
S104,W04,0.844
S104,W05,0.811
S104,W06,0.847
S104,W07,0.850
S104,W08,0.879
S104,W09,0.875
S104,W10,0.827
S104,W11,0.844
S104,W12,0.909
S104,W13,0.825
S104,W14,0.874
S104,W15,0.815
S104,W16,0.884
S104,W17,0.834
S104,W18,0.908
S104,W19,0.815
S104,W20,0.863
S104,W21,0.832
S104,W22,0.893
S104,W23,0.827
S104,W24,0.835
S104,W25,0.820
S104,W26,0.824
S105,W01,0.825
S105,W02,0.894
S105,W03,0.883
S105,W04,0.864
S105,W05,0.826
S105,W06,0.833
S105,W07,0.820
S105,W08,0.902
S105,W09,0.861
S105,W10,0.820
S105,W11,0.811
S105,W12,0.847
S105,W13,0.900
S105,W14,0.886
S105,W15,0.835
S105,W16,0.849
S105,W17,0.852
S105,W18,0.897
S105,W19,0.831
S105,W20,0.823
S105,W21,0.885
S105,W22,0.813
S105,W23,0.831
S105,W24,0.819
S105,W25,0.827
S105,W26,0.852
S106,W01,0.882
S106,W02,0.826
S106,W03,0.902
S106,W04,0.853
S106,W05,0.902
S106,W06,0.813
S106,W07,0.846
S106,W08,0.855
S106,W09,0.838
S106,W10,0.823
S106,W11,0.821
S106,W12,0.859
S106,W13,0.822
S106,W14,0.876
S106,W15,0.903
S106,W16,0.830
S106,W17,0.858
S106,W18,0.857
S106,W19,0.849
S106,W20,0.891
S106,W21,0.829
S106,W22,0.868
S106,W23,0.907
S106,W24,0.897
S106,W25,0.851
S106,W26,0.875
S107,W01,0.810
S107,W02,0.889
S107,W03,0.815
S107,W04,0.892
S107,W05,0.870
S107,W06,0.822
S107,W07,0.877
S107,W08,0.817
S107,W09,0.894
S107,W10,0.895
S107,W11,0.834
S107,W12,0.883
S107,W13,0.816
S107,W14,0.892
S107,W15,0.864
S107,W16,0.843
S107,W17,0.885
S107,W18,0.818
S107,W19,0.883
S107,W20,0.852
S107,W21,0.868
S107,W22,0.865
S107,W23,0.875
S107,W24,0.896
S107,W25,0.871
S107,W26,0.835
S108,W01,0.863
S108,W02,0.893
S108,W03,0.860
S108,W04,0.884
S108,W05,0.888
S108,W06,0.826
S108,W07,0.815
S108,W08,0.909
S108,W09,0.827
S108,W10,0.818
S108,W11,0.889
S108,W12,0.865
S108,W13,0.825
