student_id,week,risk_score
S55,W24,85.4
S55,W25,85.4
S55,W26,83.4
S56,W01,87
S56,W02,86.6
S56,W03,87.5
S56,W04,87.6
S56,W05,88.4
S56,W06,87.1
S56,W07,87.6
S56,W08,86.8
S56,W09,87.1
S56,W10,86.4
S56,W11,85.9
S56,W12,86.2
S56,W13,86
S56,W14,86.9
S56,W15,86.6
S56,W16,85.2
S56,W17,85.5
S56,W18,85.3
S56,W19,85.7
S56,W20,84.9
S56,W21,85.7
S56,W22,84.8
S56,W23,83.4
S56,W24,84.3
S56,W25,83.2
S56,W26,85.2
S57,W01,88.2
S57,W02,87.4
S57,W03,87.8
S57,W04,87.7
S57,W05,87.9
S57,W06,86.3
S57,W07,88.2
S57,W08,87
S57,W09,86.1
S57,W10,86
S57,W11,86.6
S57,W12,87.4
S57,W13,85.3
S57,W14,85.7
S57,W15,85.5
S57,W16,84.9
S57,W17,85
S57,W18,84.6
S57,W19,84.4
S57,W20,84.5
S57,W21,85.6
S57,W22,85.4
S57,W23,83.8
S57,W24,84.4
S57,W25,83.3
S57,W26,84.6
S58,W01,88.4
S58,W02,88.9
S58,W03,87.4
S58,W04,88
S58,W05,86.5
S58,W06,87.9
S58,W07,86
S58,W08,86.9
S58,W09,87.8
S58,W10,86.7
S58,W11,85.2
S58,W12,87.4
S58,W13,86.1
S58,W14,85.5
S58,W15,86.9
S58,W16,85.6
S58,W17,84.7
S58,W18,84.6
S58,W19,85.7
S58,W20,84.5
S58,W21,84.9
S58,W22,83.6
S58,W23,83.5
S58,W24,83.2
S58,W25,84.2
S58,W26,84.4
S59,W01,88.5
S59,W02,88.7
S59,W03,86.5
S59,W04,86.5
S59,W05,87
S59,W06,88.4
S59,W07,85.9
S59,W08,86.9
S59,W09,85.6
S59,W10,87.1
S59,W11,85.6
S59,W12,85.4
S59,W13,85.5
S59,W14,85
S59,W15,85.5
S59,W16,86.4
S59,W17,84.6
S59,W18,86
S59,W19,85.6
S59,W20,83.9
S59,W21,84.2
S59,W22,84
S59,W23,84
S59,W24,85.2
S59,W25,84.8
S59,W26,83.7
S60,W01,86.9
S60,W02,87.5
S60,W03,88.5
S60,W04,87.3
S60,W05,88.4
S60,W06,87.7
S60,W07,88.1
S60,W08,87.7
S60,W09,86.7
S60,W10,85.7
S60,W11,86.4
S60,W12,85.5
S60,W13,86.9
S60,W14,86.6
S60,W15,86.3
S60,W16,86.2
S60,W17,84.8
S60,W18,86.3
S60,W19,86.1
S60,W20,83.8
S60,W21,85.7
S60,W22,84.1
S60,W23,84.5
S60,W24,84.6
S60,W25,83.6
S60,W26,84.8
S61,W01,88.1
S61,W02,87.4
S61,W03,86.9
S61,W04,87.4
S61,W05,86.8
S61,W06,86
S61,W07,87.2
S61,W08,86.2
S61,W09,87.6
S61,W10,87.1
S61,W11,87.1
S61,W12,87.1
S61,W13,87.1
S61,W14,85.4
S61,W15,86.3
S61,W16,85
S61,W17,86.2
S61,W18,86.3
S61,W19,85.7
S61,W20,84.3
S61,W21,85
S61,W22,85.4
S61,W23,84.4
S61,W24,83.5
S61,W25,84.1
S61,W26,83.8
S62,W01,88.2
S62,W02,86.7
S62,W03,88
S62,W04,87.7
S62,W05,88.3
S62,W06,86.1
S62,W07,86.2
S62,W08,87.5
S62,W09,86.3
S62,W10,86.5
S62,W11,85.3
S62,W12,85.3
S62,W13,85.1
S62,W14,85.8
S62,W15,86.1
S62,W16,86.7
S62,W17,85.5
S62,W18,84.6
S62,W19,84.1
S62,W20,83.8
S62,W21,85.7
S62,W22,85.1
S62,W23,83.4
S62,W24,84.2
S62,W25,83.2
S62,W26,83.6
S63,W01,88.5
S63,W02,88
S63,W03,87.4
S63,W04,87.3
S63,W05,88.4
S63,W06,87.7
S63,W07,86.5
S63,W08,87.5
S63,W09,87.1
S63,W10,85.7
S63,W11,85.5
S63,W12,85.2
S63,W13,86.5
S63,W14,85.7
S63,W15,84.7
S63,W16,85
S63,W17,85.2
S63,W18,86
S63,W19,84.5
S63,W20,85.1
S63,W21,85.7
S63,W22,85.4
S63,W23,83.5
S63,W24,84.6
S63,W25,83.8
S63,W26,83.7
S64,W01,88.7
S64,W02,87.4
S64,W03,88.4
S64,W04,88.5
S64,W05,87.3
S64,W06,86.5
S64,W07,86.8
S64,W08,87.8
S64,W09,87
S64,W10,85.8
S64,W11,86.9
S64,W12,86.7
S64,W13,86.7
S64,W14,86.5
S64,W15,86
S64,W16,84.8
S64,W17,86
S64,W18,86.2
S64,W19,85.6
S64,W20,84.9
S64,W21,85.2
S64,W22,84.9
S64,W23,83.8
S64,W24,84.2
S64,W25,83.8
S64,W26,82.8
S65,W01,87.4
S65,W02,87.9
S65,W03,87.5
S65,W04,86.9
S65,W05,87.5
S65,W06,86.3
S65,W07,86.9
S65,W08,87.4
S65,W09,86.6
S65,W10,86.7
S65,W11,85.5
S65,W12,86.4
S65,W13,86.8
S65,W14,86.6
S65,W15,86.2
S65,W16,86
S65,W17,86.3
S65,W18,84.9
S65,W19,84.7
S65,W20,84.1
S65,W21,85
S65,W22,85.2
S65,W23,85.1
S65,W24,84.7
S65,W25,83.5
S65,W26,84
S66,W01,88.8
S66,W02,87.8
S66,W03,87.1
S66,W04,86.6
S66,W05,87.1
S66,W06,87.8
S66,W07,86
S66,W08,86.5
S66,W09,87.3
S66,W10,87.3
S66,W11,85.8
S66,W12,86.5
S66,W13,85.5
S66,W14,86
S66,W15,84.7
S66,W16,86.4
S66,W17,86.5
S66,W18,85.4
S66,W19,84.8
S66,W20,85
S66,W21,85.2
S66,W22,84.4
S66,W23,84.8
S66,W24,84.4
S66,W25,84.9
S66,W26,84.9
S67,W01,87.9
S67,W02,88.3
S67,W03,87.1
S67,W04,88.7
S67,W05,87.4
S67,W06,86.1
S67,W07,86
S67,W08,87.1
S67,W09,86.8
S67,W10,87.7
S67,W11,85.3
S67,W12,87.2
S67,W13,86.7
S67,W14,87
S67,W15,85.8
S67,W16,85.9
S67,W17,85.9
S67,W18,86.2
S67,W19,85.3
S67,W20,84.4
S67,W21,85.9
S67,W22,85.4
S67,W23,85.3
S67,W24,84.5
S67,W25,84.8
S67,W26,83.8
S68,W01,88.1
S68,W02,87.5
S68,W03,86.9
S68,W04,87.1
S68,W05,88.4
S68,W06,86
S68,W07,87.8
S68,W08,86.1
S68,W09,86
S68,W10,86
S68,W11,85.5
S68,W12,86.1
S68,W13,85.9
S68,W14,85.4
S68,W15,86.5
S68,W16,85.5
S68,W17,84.5
S68,W18,85.9
S68,W19,85.6
S68,W20,84.9
S68,W21,85.2
S68,W22,83.6
S68,W23,84.4
S68,W24,83.4
S68,W25,83.4
S68,W26,85
S69,W01,87.7
S69,W02,88
S69,W03,86.9
S69,W04,87.6
S69,W05,88.5
S69,W06,88.2
S69,W07,87.7
S69,W08,87.7
S69,W09,87.4
S69,W10,85.8
S69,W11,86.4
S69,W12,86.4
S69,W13,84.9
S69,W14,86.4
S69,W15,85
S69,W16,86.5
S69,W17,86.2
S69,W18,86
S69,W19,85.2
S69,W20,85.4
S69,W21,84
S69,W22,84.1
S69,W23,85.4
S69,W24,85.5
S69,W25,83
S69,W26,84.7
S70,W01,86.9
S70,W02,88.8
S70,W03,88.6
S70,W04,87.8
S70,W05,87.7
S70,W06,87.2
S70,W07,87.7
S70,W08,87.1
S70,W09,86.7
S70,W10,87.1
S70,W11,86.7
S70,W12,86
S70,W13,85.6
S70,W14,86.9
S70,W15,86.5
S70,W16,85.8
S70,W17,84.6
S70,W18,85.9
S70,W19,85.3
S70,W20,85.8
S70,W21,85.5
S70,W22,85.3
S70,W23,85.3
S70,W24,84.3
S70,W25,84.9
S70,W26,84.1
S71,W01,88.8
S71,W02,89
S71,W03,88.8
S71,W04,88.5
S71,W05,87.2
S71,W06,87.9
S71,W07,86.7
S71,W08,87.8
S71,W09,87.5
S71,W10,85.8
S71,W11,86.2
S71,W12,86.3
S71,W13,86.3
S71,W14,87
S71,W15,85.8
S71,W16,84.9
S71,W17,86
S71,W18,85.5
S71,W19,84.8
S71,W20,84.3
S71,W21,85
S71,W22,85.1
S71,W23,84.7
S71,W24,84.9
S71,W25,83.4
S71,W26,84.1
S72,W01,88.7
S72,W02,88.2
S72,W03,86.7
S72,W04,86.7
S72,W05,86.8
S72,W06,86.9
S72,W07,86.1
S72,W08,87
S72,W09,86.2
S72,W10,86.7
S72,W11,86
S72,W12,86.9
S72,W13,85.4
S72,W14,85.1
S72,W15,85.9
S72,W16,84.9
S72,W17,86.1
S72,W18,86.1
S72,W19,85.7
S72,W20,84.2
S72,W21,84.2
S72,W22,85.7
S72,W23,84.6
S72,W24,84.1
S72,W25,84.4
S72,W26,84.9
S73,W01,89.1
S73,W02,87.8
S73,W03,88
S73,W04,86.8
S73,W05,88.3
S73,W06,88.2
S73,W07,85.9
S73,W08,87.4
S73,W09,85.5
S73,W10,86.4
S73,W11,85.5
S73,W12,87
S73,W13,85.6
S73,W14,85.2
S73,W15,85.4
S73,W16,84.6
S73,W17,85.5
S73,W18,85.8
S73,W19,84.8
S73,W20,85.1
S73,W21,85.4
S73,W22,84.5
S73,W23,84.4
S73,W24,83.5
S73,W25,83
S73,W26,85
S74,W01,88.7
S74,W02,87.4
S74,W03,88
S74,W04,86.7
S74,W05,87.4
S74,W06,88.4
S74,W07,86.6
S74,W08,86.2
S74,W09,87.9
S74,W10,87.6
S74,W11,87.4
S74,W12,87.3
S74,W13,85.3
S74,W14,86.9
S74,W15,85.5
S74,W16,84.6
S74,W17,86.4
S74,W18,85.9
S74,W19,84.4
S74,W20,85
S74,W21,84.9
S74,W22,83.6
S74,W23,84.8
S74,W24,84.3
S74,W25,84.8
S74,W26,83.7
S75,W01,88.8
S75,W02,86.8
S75,W03,86.9
S75,W04,87.4
S75,W05,87.8
S75,W06,86.1
S75,W07,87.7
S75,W08,86.2
S75,W09,87.5
S75,W10,86.6
S75,W11,87.1
S75,W12,85.3
S75,W13,86.9
S75,W14,85.1
S75,W15,86.4
S75,W16,86.6
S75,W17,85.6
S75,W18,84.6
S75,W19,85.3
S75,W20,85.8
S75,W21,85.5
S75,W22,85.8
S75,W23,84.9
S75,W24,85
S75,W25,83.6
S75,W26,82.8
S76,W01,88.3
S76,W02,87.7
S76,W03,87.5
S76,W04,87
S76,W05,86.8
S76,W06,86.5
S76,W07,87.8
S76,W08,86.4
S76,W09,87
S76,W10,87
S76,W11,85.5
S76,W12,85.2
S76,W13,86.4
S76,W14,86.9
S76,W15,84.8
S76,W16,86.7
S76,W17,85.7
S76,W18,84.8
S76,W19,86.3
S76,W20,85.9
S76,W21,85.3
S76,W22,84.5
S76,W23,83.6
S76,W24,84.6
S76,W25,83.5
S76,W26,84.5
S77,W01,88.1
S77,W02,88.5
S77,W03,88.7
S77,W04,86.5
S77,W05,88.5
S77,W06,87.1
S77,W07,87.4
S77,W08,86.5
S77,W09,85.7
S77,W10,87.6
S77,W11,85.7
S77,W12,85.6
S77,W13,87.2
S77,W14,86.8
S77,W15,85.1
S77,W16,85.1
S77,W17,86
S77,W18,85.7
S77,W19,85.3
S77,W20,85.3
S77,W21,84.7
S77,W22,85.4
S77,W23,85.4
S77,W24,84.9
S77,W25,84.8
S77,W26,83
S78,W01,87.6
S78,W02,88.4
S78,W03,87.4
S78,W04,87.5
S78,W05,87.2
S78,W06,87.6
S78,W07,86.2
S78,W08,85.8
S78,W09,85.7
S78,W10,87.1
S78,W11,85.3
S78,W12,86.1
S78,W13,86.9
S78,W14,85
S78,W15,85.2
S78,W16,85.3
S78,W17,86.3
S78,W18,84.4
S78,W19,84.4
S78,W20,85.9
S78,W21,85.2
S78,W22,83.7
S78,W23,83.8
S78,W24,83.4
S78,W25,85.1
S78,W26,83.1
S79,W01,86.9
S79,W02,86.8
S79,W03,87.5
S79,W04,88.3
S79,W05,87.6
S79,W06,88.1
S79,W07,87.8
S79,W08,86.2
S79,W09,85.8
S79,W10,87.7
S79,W11,87.2
S79,W12,86.5
S79,W13,85.8
S79,W14,87.1
S79,W15,85.4
S79,W16,84.9
S79,W17,86.4
S79,W18,85.1
S79,W19,85.3
S79,W20,85.7
S79,W21,83.8
S79,W22,84
S79,W23,83.7
S79,W24,84.9
S79,W25,84.7
S79,W26,83.4
S80,W01,87.4
S80,W02,88.3
S80,W03,87.7
S80,W04,87
S80,W05,88
S80,W06,88.3
S80,W07,88.2
S80,W08,86.3
S80,W09,86.9
S80,W10,87
S80,W11,87
S80,W12,86.2
S80,W13,86.7
S80,W14,85.6
S80,W15,86.8
S80,W16,84.5
S80,W17,84.5
S80,W18,84.2
S80,W19,84.7
S80,W20,85.7
S80,W21,84
S80,W22,85.6
S80,W23,85.1
S80,W24,84.9
S80,W25,85.3
S80,W26,85.1
S81,W01,87
S81,W02,87
S81,W03,88.4
S81,W04,87
S81,W05,87.7
S81,W06,86.9
S81,W07,86.6
S81,W08,88
S81,W09,87.7
S81,W10,85.4
S81,W11,86.3
S81,W12,85.4
S81,W13,85.3
S81,W14,86.5
S81,W15,85.8
S81,W16,84.9
S81,W17,86.5
S81,W18,86
S81,W19,84.9
S81,W20,83.8
S81,W21,85
S81,W22,85.2
S81,W23,83.8
S81,W24,85.2
S81,W25,83.5
S81,W26,84.7
S82,W01,88.5
S82,W02,87.5
S82,W03,87.9
S82,W04,87.3
S82,W05,86.8
S82,W06,87.6
S82,W07,88
S82,W08,86
S82,W09,85.5
S82,W10,86.7
S82,W11,86.6
S82,W12,86.2
S82,W13,85.1
S82,W14,85.9
S82,W15,85.1
S82,W16,85.4
S82,W17,86.2
S82,W18,85.6
S82,W19,85.7
S82,W20,85.8
S82,W21,86
S82,W22,85
S82,W23,83.7
S82,W24,84.8
S82,W25,84.4
S82,W26,83.7
S83,W01,87
S83,W02,87.8
S83,W03,88.6
S83,W04,87.8
S83,W05,86.6
S83,W06,88.1
S83,W07,87.7
S83,W08,86.2
S83,W09,87.1
S83,W10,85.8
S83,W11,87.5
S83,W12,85.4
S83,W13,85.3
S83,W14,86.4
S83,W15,86.8
S83,W16,84.6
S83,W17,85.1
S83,W18,85.5
S83,W19,86
S83,W20,85.4
S83,W21,84.6
S83,W22,83.5
S83,W23,85
S83,W24,83.7
S83,W25,84.6
S83,W26,83.3
S84,W01,87.9
S84,W02,88.8
S84,W03,87.8
S84,W04,88.5
S84,W05,88.5
S84,W06,86.2
S84,W07,88
S84,W08,87.9
S84,W09,87.4
S84,W10,87.5
S84,W11,86.3
S84,W12,86
S84,W13,85
S84,W14,85.2
S84,W15,84.7
S84,W16,85.9
S84,W17,86.4
S84,W18,85.1
S84,W19,86
S84,W20,84.3
S84,W21,84
S84,W22,84.3
S84,W23,85.5
S84,W24,83.6
S84,W25,83.4
S84,W26,83.2
S85,W01,88.7
S85,W02,88
S85,W03,88.7
S85,W04,87.7
S85,W05,86.9
S85,W06,86.6
S85,W07,86.4
S85,W08,87.9
S85,W09,86.8
S85,W10,85.4
S85,W11,85.9
S85,W12,87.3
S85,W13,85.3
S85,W14,86.8
S85,W15,86
S85,W16,86.5
S85,W17,86.5
S85,W18,84.4
S85,W19,84.8
S85,W20,85.3
S85,W21,85.9
S85,W22,83.6
S85,W23,83.5
S85,W24,83.2
S85,W25,84.7
S85,W26,85.1
S86,W01,88.3
S86,W02,88.5
S86,W03,86.7
S86,W04,88.7
S86,W05,86.2
S86,W06,86.8
S86,W07,86.3
S86,W08,87.3
S86,W09,86.5
S86,W10,86.7
S86,W11,85.3
S86,W12,86.5
S86,W13,85.5
S86,W14,85.1
S86,W15,85.9
S86,W16,84.5
S86,W17,86.1
S86,W18,85
S86,W19,84.8
S86,W20,84.7
S86,W21,85.1
S86,W22,84.4
S86,W23,84.8
S86,W24,84.5
S86,W25,84.4
S86,W26,85
S87,W01,88.5
S87,W02,88.4
S87,W03,88.7
S87,W04,87.7
S87,W05,87.1
S87,W06,87.5
S87,W07,88
S87,W08,85.9
S87,W09,87.6
S87,W10,87.2
S87,W11,86.6
S87,W12,85.6
S87,W13,87.2
S87,W14,86.9
S87,W15,86.8
S87,W16,85.1
S87,W17,85.1
S87,W18,85.2
S87,W19,86.1
S87,W20,84.5
S87,W21,84.5
S87,W22,85.3
S87,W23,83.7
S87,W24,85.4
S87,W25,85
S87,W26,83.4
S88,W01,86.9
S88,W02,86.7
S88,W03,87.5
S88,W04,88.3
S88,W05,86.7
S88,W06,88.2
S88,W07,87.3
S88,W08,86.3
S88,W09,87.5
S88,W10,85.6
S88,W11,85.9
S88,W12,86.8
S88,W13,85.8
S88,W14,86.7
S88,W15,85
S88,W16,85.1
S88,W17,84.5
S88,W18,85.3
S88,W19,86.2
S88,W20,86
S88,W21,84.5
S88,W22,83.5
S88,W23,85.3
S88,W24,85.3
S88,W25,83.3
S88,W26,83.8
S89,W01,87
S89,W02,87.1
S89,W03,88.9
S89,W04,87.7
S89,W05,88
S89,W06,87.9
S89,W07,87.5
S89,W08,85.7
S89,W09,86.8
S89,W10,87.5
S89,W11,85.8
S89,W12,86.1
S89,W13,86.9
S89,W14,85.7
S89,W15,84.9
S89,W16,85.3
S89,W17,86
S89,W18,86
S89,W19,85.3
S89,W20,84.2
S89,W21,84
S89,W22,84.5
S89,W23,84.1
S89,W24,83.5
S89,W25,83.7
S89,W26,83.5
S90,W01,88.2
S90,W02,87.8
S90,W03,87.7
S90,W04,88.4
S90,W05,88
S90,W06,87.6
S90,W07,87.9
S90,W08,87.5
S90,W09,87.2
S90,W10,86.9
S90,W11,87
S90,W12,86.4
S90,W13,84.9
S90,W14,85.4
S90,W15,84.7
S90,W16,85.7
S90,W17,86.6
S90,W18,86.3
S90,W19,85.1
S90,W20,85.7
S90,W21,84.4
S90,W22,85.4
S90,W23,84.3
S90,W24,83.6
S90,W25,84.9
S90,W26,85.1
S91,W01,88.5
S91,W02,88.4
S91,W03,87.9
S91,W04,87.9
S91,W05,88.2
S91,W06,86
S91,W07,87.4
S91,W08,85.9
S91,W09,85.5
S91,W10,86
S91,W11,86.1
S91,W12,86.7
S91,W13,87
S91,W14,86.7
S91,W15,86.3
S91,W16,85.1
S91,W17,84.8
S91,W18,85.3
S91,W19,85.1
S91,W20,85.5
S91,W21,85.8
S91,W22,84.2
S91,W23,85.4
S91,W24,84.1
S91,W25,84.8
S91,W26,84.2
S92,W01,87
S92,W02,86.8
S92,W03,88.5
S92,W04,87.4
S92,W05,86.5
S92,W06,87.6
S92,W07,86.9
S92,W08,85.9
S92,W09,85.9
S92,W10,86
S92,W11,87.4
S92,W12,87.3
S92,W13,86.3
S92,W14,84.8
S92,W15,85.9
S92,W16,86.2
S92,W17,84.4
S92,W18,86
S92,W19,83.9
S92,W20,84.2
S92,W21,85.6
S92,W22,84.3
S92,W23,85
S92,W24,83.7
S92,W25,83.4
S92,W26,83.9
S93,W01,87.7
S93,W02,88.2
S93,W03,88.2
S93,W04,88.7
S93,W05,86.7
S93,W06,86.2
S93,W07,85.9
S93,W08,88
S93,W09,87.6
S93,W10,87.7
S93,W11,86.1
S93,W12,85.1
S93,W13,87
S93,W14,85.9
S93,W15,85.1
S93,W16,85.2
S93,W17,86.5
S93,W18,84.8
S93,W19,85.2
S93,W20,84.7
S93,W21,83.8
S93,W22,84.1
S93,W23,85.6
S93,W24,85.3
S93,W25,85.1
S93,W26,83.6
S94,W01,87.1
S94,W02,88.1
S94,W03,86.6
S94,W04,88.4
S94,W05,87.3
S94,W06,88.2
S94,W07,86.4
S94,W08,86.1
S94,W09,86.8
S94,W10,86.2
S94,W11,86.6
S94,W12,87.1
S94,W13,86
S94,W14,86.3
S94,W15,85.9
S94,W16,86
S94,W17,86.6
S94,W18,84.6
S94,W19,85.2
S94,W20,85.7
S94,W21,85
S94,W22,84.3
S94,W23,84.5
S94,W24,84.4
S94,W25,84.3
S94,W26,84.9
S95,W01,87.9
S95,W02,88.3
S95,W03,87.2
S95,W04,86.7
S95,W05,87.4
S95,W06,86.6
S95,W07,88
S95,W08,86.4
S95,W09,85.6
S95,W10,86.6
S95,W11,87.3
S95,W12,85.6
S95,W13,85.8
S95,W14,87
S95,W15,85.6
S95,W16,85.9
S95,W17,84.5
S95,W18,84.6
S95,W19,84.1
S95,W20,85.8
S95,W21,85.6
S95,W22,85.6
S95,W23,84.5
S95,W24,83.5
S95,W25,83.7
S95,W26,85.1
S96,W01,87.8
S96,W02,86.7
S96,W03,87.1
S96,W04,88.2
S96,W05,86.5
S96,W06,86.4
S96,W07,88.1
S96,W08,87
S96,W09,87.4
S96,W10,86
S96,W11,85.4
S96,W12,87
S96,W13,85.4
S96,W14,85
S96,W15,85.9
S96,W16,84.8
S96,W17,85.7
S96,W18,85.7
S96,W19,85.7
S96,W20,85.1
S96,W21,85.9
S96,W22,83.6
S96,W23,84
S96,W24,83.3
S96,W25,84.3
S96,W26,83.5
S97,W01,87.3
S97,W02,87.8
S97,W03,88.5
S97,W04,88.4
S97,W05,87
S97,W06,87.6
S97,W07,87.7
S97,W08,85.8
S97,W09,87.3
S97,W10,85.4
S97,W11,85.6
S97,W12,85.6
S97,W13,85.1
S97,W14,85.7
S97,W15,85.7
S97,W16,86.7
S97,W17,84.6
S97,W18,84.8
S97,W19,85.8
S97,W20,85.6
S97,W21,84.6
S97,W22,83.9
S97,W23,83.3
S97,W24,84.9
S97,W25,84.8
S97,W26,83.4
S98,W01,87.6
S98,W02,86.9
S98,W03,86.9
S98,W04,87.1
S98,W05,87.1
S98,W06,86.4
S98,W07,87.3
S98,W08,87.1
S98,W09,86
S98,W10,87
S98,W11,87.2
S98,W12,85.5
S98,W13,87.1
S98,W14,84.8
S98,W15,86.7
S98,W16,86.1
S98,W17,86.6
S98,W18,84.3
S98,W19,86.3
S98,W20,83.8
S98,W21,84.8
S98,W22,85.4
S98,W23,83.4
S98,W24,84.4
S98,W25,84.1
S98,W26,84.7
S99,W01,88.3
S99,W02,87.3
S99,W03,87.6
S99,W04,87.9
S99,W05,88
S99,W06,87.5
S99,W07,87.3
S99,W08,86.6
S99,W09,87.3
S99,W10,86
S99,W11,85.4
S99,W12,85.7
S99,W13,87.2
S99,W14,85.9
S99,W15,86.7
S99,W16,85.9
S99,W17,86.1
S99,W18,84.6
S99,W19,85.1
S99,W20,86.1
S99,W21,85.8
S99,W22,84.2
S99,W23,85.1
S99,W24,84.7
S99,W25,85.2
S99,W26,83.8
S100,W01,88.1
S100,W02,88.9
S100,W03,86.6
S100,W04,88.1
S100,W05,86.7
S100,W06,88.4
S100,W07,86.1
S100,W08,87.5
S100,W09,86.4
S100,W10,87
S100,W11,87.2
S100,W12,85.9
S100,W13,87.2
S100,W14,86.2
S100,W15,86.1
S100,W16,85.8
S100,W17,85.8
S100,W18,85.4
S100,W19,84.3
S100,W20,83.9
S100,W21,84.5
S100,W22,83.9
S100,W23,84.1
S100,W24,84.3
S100,W25,84.8
S100,W26,85
S101,W01,87.3
S101,W02,87
S101,W03,88.7
S101,W04,86.5
S101,W05,87.9
S101,W06,88
S101,W07,87.2
S101,W08,87.2
S101,W09,87.4
S101,W10,87.6
S101,W11,86.2
S101,W12,87.3
S101,W13,86.4
S101,W14,85.7
S101,W15,86.5
S101,W16,86.7
S101,W17,86.3
S101,W18,85.5
S101,W19,84.6
S101,W20,84.2
S101,W21,85.2
S101,W22,83.5
S101,W23,85.6
S101,W24,85
S101,W25,85.2
S101,W26,83.8
S102,W01,87
S102,W02,88.8
S102,W03,86.9
S102,W04,88.4
S102,W05,88.1
S102,W06,86.1
S102,W07,87.8
S102,W08,86.9
S102,W09,86.4
S102,W10,87.7
S102,W11,86.6
S102,W12,86.3
S102,W13,86.9
S102,W14,86.1
S102,W15,85.1
S102,W16,86.2
S102,W17,84.2
S102,W18,85.8
S102,W19,84.7
S102,W20,85.1
S102,W21,83.9
S102,W22,85.3
S102,W23,83.8
S102,W24,85.1
S102,W25,83.9
S102,W26,84.8
S103,W01,88.5
S103,W02,87.2
S103,W03,87.7
S103,W04,87.8
S103,W05,88.1
S103,W06,87.9
S103,W07,86.3
S103,W08,85.8
S103,W09,87.9
S103,W10,87.5
S103,W11,86.6
S103,W12,87.4
S103,W13,87
S103,W14,84.8
S103,W15,86.5
S103,W16,84.7
S103,W17,85.5
S103,W18,84.8
S103,W19,85.2
S103,W20,85.6
S103,W21,85.2
S103,W22,85.6
S103,W23,85.1
S103,W24,83.5
S103,W25,83.5
S103,W26,82.9
S104,W01,88.3
S104,W02,86.9
S104,W03,86.6
S104,W04,86.7
S104,W05,86.9
S104,W06,86.3
S104,W07,86.1
S104,W08,87.1
S104,W09,86
S104,W10,85.8
S104,W11,86.8
S104,W12,87.1
S104,W13,85.2
S104,W14,86.7
S104,W15,86.5
S104,W16,85.6
S104,W17,84.8
S104,W18,84.2
S104,W19,84
S104,W20,85.1
S104,W21,83.6
S104,W22,84
S104,W23,83.6
S104,W24,83.9
S104,W25,83.3
S104,W26,83.8
S105,W01,88.9
S105,W02,87.5
S105,W03,88.1
S105,W04,88.5
S105,W05,86.2
S105,W06,87
S105,W07,86.4
S105,W08,87.6
S105,W09,86.1
S105,W10,86.7
S105,W11,87.4
S105,W12,85.1
S105,W13,86.1
S105,W14,85.6
S105,W15,86
S105,W16,85.3
S105,W17,85.8
S105,W18,85.8
S105,W19,85.5
S105,W20,85.8
S105,W21,84.7
S105,W22,83.6
S105,W23,84.8
S105,W24,84.2
S105,W25,84.4
S105,W26,84.4
S106,W01,87.5
S106,W02,88.8
S106,W03,87.6
S106,W04,87.9
S106,W05,87.3
S106,W06,87.4
S106,W07,86
S106,W08,86.9
S106,W09,86.5
S106,W10,87.4
S106,W11,85.5
S106,W12,85.1
S106,W13,86
S106,W14,86.5
S106,W15,86.7
S106,W16,85.6
S106,W17,85.1
S106,W18,84.1
S106,W19,86.3
S106,W20,84.3
S106,W21,85.6
S106,W22,85.6
S106,W23,85.5
S106,W24,85.2
S106,W25,83.4
S106,W26,84.8
S107,W01,86.9
S107,W02,88.4
S107,W03,88.5
S107,W04,87.6
S107,W05,87.1
S107,W06,88.1
S107,W07,87.9
S107,W08,88.1
S107,W09,87.7
S107,W10,86.3
S107,W11,87.4
S107,W12,86.4
S107,W13,85.4
S107,W14,85.6
S107,W15,85
S107,W16,85.4
S107,W17,86.2
S107,W18,84.1
S107,W19,85.9
S107,W20,85.7
S107,W21,85
S107,W22,84.9
S107,W23,84.5
S107,W24,85.1
S107,W25,84.4
S107,W26,84.2
S108,W01,86.9
S108,W02,88.4
S108,W03,87.2
S108,W04,88.5
S108,W05,87.7
S108,W06,88.4
S108,W07,85.9
S108,W08,87.3
S108,W09,86.5
S108,W10,86
S108,W11,86.8
S108,W12,86.3
S108,W13,85.1
S108,W14,86.8
S108,W15,85.7
S108,W16,86.4
S108,W17,86.1
S108,W18,85.8
S108,W19,85.3
S108,W20,84.1
S108,W21,85
S108,W22,84.3
S108,W23,84.3
S108,W24,85.3
S108,W25,83.7
S108,W26,83.2
S109,W01,87.6
S109,W02,87.2
S109,W03,86.5
S109,W04,88.3
S109,W05,88
S109,W06,86.7
S109,W07,85.9
S109,W08,86.7
S109,W09,86.2
S109,W10,86
S109,W11,86
S109,W12,87.2
S109,W13,87.2
S109,W14,87.1
S109,W15,85.9
S109,W16,85.7
S109,W17,86.1
S109,W18,85
S109,W19,85.1
S109,W20,84
S109,W21,85.7
S109,W22,84.7
S109,W23,85.5
S109,W24,85.2
S109,W25,84.3
S109,W26,82.9
S110,W01,87.2
S110,W02,87.9
S110,W03,86.7
S110,W04,87.3
S110,W05,87.2
S110,W06,86.5
S110,W07,86.3
S110,W08,85.8
S110,W09,85.7
S110,W10,87.2
S110,W11,85.5
S110,W12,86
S110,W13,86.2
S110,W14,85.9
S110,W15,85
S110,W16,86.1
S110,W17,85.1
S110,W18,86.4
S110,W19,86.2
S110,W20,85.4
S110,W21,84.6
